dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken
SQLite,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,72,18,AllOperatorsWithRemovers,14,18,virtual,false,439,95,16,124,678
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,48,12,AllOperatorsWithRemovers,8,10,virtual,false,401,63,15,64,546
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1281,177,AllOperatorsWithRemovers,188,216,virtual,false,945,934,27,1100,3010
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1828,158,AllOperatorsWithRemovers,141,184,virtual,false,1535,901,46,2118,4604
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,3171,229,AllOperatorsWithRemovers,264,360,virtual,false,1569,3418,38,4450,9480
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,197,33,AllOperatorsWithRemovers,23,30,virtual,false,495,116,15,196,825
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,123,34,AllOperatorsWithRemovers,20,20,virtual,false,468,115,18,159,763
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1074,56,AllOperatorsWithRemovers,32,34,virtual,false,1218,137,37,450,1844
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,118,16,AllOperatorsWithRemovers,16,18,virtual,false,462,85,15,114,679
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,2315,20,AllOperatorsWithRemovers,18,22,virtual,false,1818,94,15,158,2089
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,98.11320754716981,105027,52,AllOperatorsWithRemovers,45,51,virtual,false,5942,202,31,533,6711
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,1112,427,18,686,2247
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,1033,1311,26,1321,3694
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,672,118,AllOperatorsWithRemovers,89,101,virtual,false,833,414,28,616,1895
SQLite,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,63,19,AllOperatorsWithRemovers,9,9,virtual,false,450,73,21,78,626
SQLite,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,135,43,AllOperatorsWithRemovers,23,23,virtual,false,541,145,21,225,935
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,99.2619926199262,201168,269,AllOperatorsWithRemovers,194,224,virtual,false,5500,1733,32,1318,8587
SQLite,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,432,129,10,154,729
SQLite,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,462,90,AllOperatorsWithRemovers,53,56,virtual,false,823,274,40,560,1701
SQLite,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,1137,780,25,1473,3420
SQLite,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,355,38,AllOperatorsWithRemovers,37,44,virtual,false,692,137,27,361,1221
SQLite,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,72,18,AllOperatorsWithRemovers,14,18,virtual,false,437,95,16,124,676
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,48,12,AllOperatorsWithRemovers,8,10,virtual,false,400,62,15,64,544
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1263,177,AllOperatorsWithRemovers,188,216,virtual,false,950,932,27,1111,3023
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1828,158,AllOperatorsWithRemovers,141,184,virtual,false,1592,889,46,2099,4627
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,3181,229,AllOperatorsWithRemovers,264,360,virtual,false,1523,3403,38,4495,9464
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,197,33,AllOperatorsWithRemovers,23,30,virtual,false,490,115,15,195,817
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,128,34,AllOperatorsWithRemovers,20,20,virtual,false,468,114,18,158,762
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,997,56,AllOperatorsWithRemovers,32,34,virtual,false,1175,136,37,473,1824
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,118,16,AllOperatorsWithRemovers,16,18,virtual,false,462,86,15,115,681
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,2461,20,AllOperatorsWithRemovers,18,22,virtual,false,1835,85,15,156,2094
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,98.11320754716981,103394,52,AllOperatorsWithRemovers,44,51,virtual,false,5681,204,31,531,6450
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,1122,438,18,722,2304
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,1042,1304,26,1290,3665
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,672,118,AllOperatorsWithRemovers,89,101,virtual,false,836,386,28,627,1881
SQLite,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,63,19,AllOperatorsWithRemovers,9,9,virtual,false,446,73,21,77,620
SQLite,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,135,43,AllOperatorsWithRemovers,23,23,virtual,false,541,145,21,222,933
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,99.2619926199262,201168,269,AllOperatorsWithRemovers,194,224,virtual,false,5468,1645,32,1303,8451
SQLite,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,434,122,10,157,727
SQLite,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,462,90,AllOperatorsWithRemovers,53,56,virtual,false,824,270,40,562,1700
SQLite,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,1126,796,26,1490,3441
SQLite,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,355,38,AllOperatorsWithRemovers,37,44,virtual,false,690,136,25,361,1217
SQLite,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,72,18,AllOperatorsWithRemovers,14,18,virtual,false,444,96,17,123,683
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,48,12,AllOperatorsWithRemovers,8,10,virtual,false,402,63,15,64,548
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1247,177,AllOperatorsWithRemovers,188,216,virtual,false,936,918,27,1119,3004
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1828,158,AllOperatorsWithRemovers,141,184,virtual,false,1544,898,46,2122,4615
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,3157,229,AllOperatorsWithRemovers,264,360,virtual,false,1558,3427,39,4427,9456
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,197,33,AllOperatorsWithRemovers,23,30,virtual,false,489,114,15,195,816
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,139,34,AllOperatorsWithRemovers,20,20,virtual,false,479,113,18,160,774
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1047,56,AllOperatorsWithRemovers,32,34,virtual,false,1265,153,37,482,1940
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,118,16,AllOperatorsWithRemovers,16,18,virtual,false,465,87,15,114,684
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1612,20,AllOperatorsWithRemovers,18,22,virtual,false,1379,85,16,155,1638
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,98.11320754716981,107221,52,AllOperatorsWithRemovers,45,51,virtual,false,6190,203,31,544,6971
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,1122,439,19,730,2314
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,1039,1298,26,1319,3685
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,672,118,AllOperatorsWithRemovers,89,101,virtual,false,840,373,28,660,1904
SQLite,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,63,19,AllOperatorsWithRemovers,9,9,virtual,false,445,73,21,79,621
SQLite,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,135,43,AllOperatorsWithRemovers,23,23,virtual,false,542,144,21,234,944
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,99.2619926199262,201168,269,AllOperatorsWithRemovers,194,224,virtual,false,5481,1689,32,1294,8499
SQLite,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,437,125,10,157,731
SQLite,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,462,90,AllOperatorsWithRemovers,53,56,virtual,false,824,273,40,571,1712
SQLite,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,1146,813,26,1463,3451
SQLite,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,355,38,AllOperatorsWithRemovers,37,44,virtual,false,690,137,26,363,1219
SQLite,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,72,18,AllOperatorsWithRemovers,14,18,virtual,false,436,96,17,124,675
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,48,12,AllOperatorsWithRemovers,8,10,virtual,false,399,62,15,63,542
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1233,177,AllOperatorsWithRemovers,188,216,virtual,false,935,923,27,1111,2999
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1828,158,AllOperatorsWithRemovers,141,184,virtual,false,1531,884,46,2104,4568
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,3153,229,AllOperatorsWithRemovers,264,360,virtual,false,1518,3411,48,4512,9494
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,197,33,AllOperatorsWithRemovers,23,30,virtual,false,500,118,15,202,838
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,128,34,AllOperatorsWithRemovers,20,20,virtual,false,472,113,19,160,767
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1037,56,AllOperatorsWithRemovers,32,34,virtual,false,1218,139,39,482,1881
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,118,16,AllOperatorsWithRemovers,16,18,virtual,false,466,87,15,115,686
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1681,20,AllOperatorsWithRemovers,18,22,virtual,false,1337,84,15,193,1632
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,98.11320754716981,104370,52,AllOperatorsWithRemovers,45,51,virtual,false,5891,204,31,541,6670
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,1118,432,18,700,2273
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,1052,1277,26,1301,3661
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,672,118,AllOperatorsWithRemovers,89,101,virtual,false,837,371,28,631,1870
SQLite,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,63,19,AllOperatorsWithRemovers,9,9,virtual,false,445,72,20,78,619
SQLite,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,135,43,AllOperatorsWithRemovers,23,23,virtual,false,537,150,21,220,931
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,99.2619926199262,201168,269,AllOperatorsWithRemovers,194,224,virtual,false,5608,1686,32,1291,8619
SQLite,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,433,125,10,156,727
SQLite,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,462,90,AllOperatorsWithRemovers,53,56,virtual,false,832,271,40,556,1703
SQLite,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,1127,799,26,1460,3415
SQLite,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,355,38,AllOperatorsWithRemovers,37,44,virtual,false,690,137,25,369,1225
SQLite,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,72,18,AllOperatorsWithRemovers,14,18,virtual,false,436,95,16,123,673
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,48,12,AllOperatorsWithRemovers,8,10,virtual,false,406,63,15,63,550
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,1193,177,AllOperatorsWithRemovers,188,216,virtual,false,931,929,27,1158,3048
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,1828,158,AllOperatorsWithRemovers,141,184,virtual,false,1542,940,47,2108,4640
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,3223,229,AllOperatorsWithRemovers,264,360,virtual,false,1576,3454,38,4534,9607
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,197,33,AllOperatorsWithRemovers,23,30,virtual,false,490,115,15,194,817
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,128,34,AllOperatorsWithRemovers,20,20,virtual,false,471,115,19,159,766
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,1003,56,AllOperatorsWithRemovers,32,34,virtual,false,1186,139,37,456,1820
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,118,16,AllOperatorsWithRemovers,16,18,virtual,false,464,86,15,115,683
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,2029,20,AllOperatorsWithRemovers,18,22,virtual,false,1414,84,15,157,1674
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,98.11320754716981,105359,52,AllOperatorsWithRemovers,45,51,virtual,false,5843,206,31,557,6641
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,1117,433,19,754,2326
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,1023,1304,26,1301,3658
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100.0,672,118,AllOperatorsWithRemovers,89,101,virtual,false,840,395,28,628,1895
SQLite,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,63,19,AllOperatorsWithRemovers,9,9,virtual,false,447,73,21,78,622
SQLite,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,135,43,AllOperatorsWithRemovers,23,23,virtual,false,536,145,21,221,925
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,99.2619926199262,201168,269,AllOperatorsWithRemovers,194,224,virtual,false,5442,1716,32,1285,8479
SQLite,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,436,124,10,158,731
SQLite,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,462,90,AllOperatorsWithRemovers,53,56,virtual,false,843,278,41,566,1732
SQLite,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,1119,799,25,1468,3414
SQLite,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,355,38,AllOperatorsWithRemovers,37,44,virtual,false,697,138,24,361,1224
SQLite,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,72,18,AllOperatorsWithRemovers,14,18,virtual,false,436,95,16,123,673
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,48,12,AllOperatorsWithRemovers,8,10,virtual,false,400,62,15,64,545
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,1191,177,AllOperatorsWithRemovers,188,216,virtual,false,916,967,27,1119,3033
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,1828,158,AllOperatorsWithRemovers,141,184,virtual,false,1593,874,46,2091,4608
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,3148,229,AllOperatorsWithRemovers,264,360,virtual,false,1552,3411,39,4483,9489
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,197,33,AllOperatorsWithRemovers,23,30,virtual,false,488,114,15,194,814
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,131,34,AllOperatorsWithRemovers,20,20,virtual,false,471,115,18,158,765
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,1023,56,AllOperatorsWithRemovers,32,34,virtual,false,1295,138,37,454,1928
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,118,16,AllOperatorsWithRemovers,16,18,virtual,false,465,85,15,115,684
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,2137,20,AllOperatorsWithRemovers,18,22,virtual,false,1433,83,15,155,1689
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,98.11320754716981,104333,52,AllOperatorsWithRemovers,44,51,virtual,false,5943,205,31,554,6738
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,1127,433,18,711,2293
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,1044,1265,26,1309,3647
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100.0,672,118,AllOperatorsWithRemovers,89,101,virtual,false,837,364,28,620,1853
SQLite,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,63,19,AllOperatorsWithRemovers,9,9,virtual,false,444,72,21,78,618
SQLite,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,135,43,AllOperatorsWithRemovers,23,23,virtual,false,538,144,21,221,927
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,99.2619926199262,201168,269,AllOperatorsWithRemovers,194,224,virtual,false,5330,1657,32,1301,8323
SQLite,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,438,130,10,155,737
SQLite,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,462,90,AllOperatorsWithRemovers,53,56,virtual,false,824,296,40,556,1720
SQLite,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,1133,797,25,1472,3430
SQLite,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,355,38,AllOperatorsWithRemovers,37,44,virtual,false,689,137,24,358,1211
SQLite,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,72,18,AllOperatorsWithRemovers,14,18,virtual,false,439,96,16,124,677
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,48,12,AllOperatorsWithRemovers,8,10,virtual,false,405,62,15,63,549
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,1197,177,AllOperatorsWithRemovers,188,216,virtual,false,935,934,27,1116,3015
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,1828,158,AllOperatorsWithRemovers,141,184,virtual,false,1537,888,46,2100,4575
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,3174,229,AllOperatorsWithRemovers,264,360,virtual,false,1563,3410,51,4578,9607
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,197,33,AllOperatorsWithRemovers,23,30,virtual,false,491,115,15,195,819
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,128,34,AllOperatorsWithRemovers,20,20,virtual,false,468,116,18,159,765
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,1022,56,AllOperatorsWithRemovers,32,34,virtual,false,1246,136,48,464,1897
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,118,16,AllOperatorsWithRemovers,16,18,virtual,false,463,89,15,115,684
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,1696,20,AllOperatorsWithRemovers,18,22,virtual,false,1374,85,15,160,1637
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,98.11320754716981,105731,52,AllOperatorsWithRemovers,45,51,virtual,false,5939,202,31,541,6716
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,1118,431,18,744,2315
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,1052,1287,26,1295,3664
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100.0,672,118,AllOperatorsWithRemovers,89,101,virtual,false,835,363,28,624,1853
SQLite,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,63,19,AllOperatorsWithRemovers,9,9,virtual,false,447,73,21,78,621
SQLite,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,135,43,AllOperatorsWithRemovers,23,23,virtual,false,538,148,21,220,930
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,99.2619926199262,201168,269,AllOperatorsWithRemovers,194,224,virtual,false,5399,1650,32,1296,8380
SQLite,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,436,128,10,156,734
SQLite,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,462,90,AllOperatorsWithRemovers,53,56,virtual,false,821,268,40,558,1691
SQLite,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,1141,805,26,1490,3465
SQLite,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,355,38,AllOperatorsWithRemovers,37,44,virtual,false,699,139,25,367,1233
SQLite,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,72,18,AllOperatorsWithRemovers,14,18,virtual,false,438,96,16,124,677
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,48,12,AllOperatorsWithRemovers,8,10,virtual,false,403,62,15,64,547
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,1281,177,AllOperatorsWithRemovers,188,216,virtual,false,946,938,27,1109,3024
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,1828,158,AllOperatorsWithRemovers,141,184,virtual,false,1555,865,45,2068,4537
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,3193,229,AllOperatorsWithRemovers,264,360,virtual,false,1570,3429,38,4463,9503
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,197,33,AllOperatorsWithRemovers,23,30,virtual,false,491,114,15,194,817
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,128,34,AllOperatorsWithRemovers,20,20,virtual,false,470,114,18,159,766
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,1024,56,AllOperatorsWithRemovers,32,34,virtual,false,1269,154,44,566,2036
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,118,16,AllOperatorsWithRemovers,16,18,virtual,false,464,85,15,115,682
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,1985,20,AllOperatorsWithRemovers,18,22,virtual,false,1407,85,15,155,1664
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,98.11320754716981,105621,52,AllOperatorsWithRemovers,44,51,virtual,false,5905,211,32,579,6730
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,1122,437,19,746,2328
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,1069,1299,26,1303,3699
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100.0,672,118,AllOperatorsWithRemovers,89,101,virtual,false,840,364,28,616,1851
SQLite,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,10,NA,100.0,63,19,AllOperatorsWithRemovers,9,9,virtual,false,447,72,21,78,622
