dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,62,18,AllOperatorsWithRemovers,8,8,virtual,false,1057,78,20,74,1233
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,132,40,AllOperatorsWithRemovers,20,20,virtual,false,2570,145,21,190,2930
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,217,31,AllOperatorsWithRemovers,23,26,virtual,false,1452,130,19,210,1814
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,99.25373134328358,201165,266,AllOperatorsWithRemovers,206,213,virtual,false,11475,1632,32,1254,14396
Postgres,BrowserCookies,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,10366,72,AllOperatorsWithRemovers,75,81,virtual,false,5006,269,41,839,6159
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,1147,166,10,161,1487
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,534,77,AllOperatorsWithRemovers,51,51,virtual,false,4889,259,37,521,5709
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1153,120,AllOperatorsWithRemovers,77,82,virtual,false,8910,539,61,1297,10811
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,4544,803,27,1471,6848
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,392,35,AllOperatorsWithRemovers,41,43,virtual,false,1312,133,23,343,1814
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1239,103,AllOperatorsWithRemovers,107,110,virtual,false,4511,397,56,1384,6351
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,18677,66,AllOperatorsWithRemovers,42,44,virtual,false,5691,182,36,552,6465
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1276,53,AllOperatorsWithRemovers,74,93,virtual,false,3698,331,36,637,4707
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,100,16,AllOperatorsWithRemovers,16,18,virtual,false,760,92,15,116,985
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,52,9,AllOperatorsWithRemovers,7,9,virtual,false,493,67,13,52,629
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1211,177,AllOperatorsWithRemovers,191,219,virtual,false,5616,975,42,1119,7756
Postgres,iTrust,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,60999,1458,AllOperatorsWithRemovers,1306,1363,virtual,false,57952,369345,271,184163,611736
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1822,152,AllOperatorsWithRemovers,140,178,virtual,false,4984,877,49,2050,7964
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,3613,226,AllOperatorsWithRemovers,297,359,virtual,false,7129,3256,35,5016,15440
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,238,32,AllOperatorsWithRemovers,29,29,virtual,false,1107,128,14,185,1438
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,186,37,AllOperatorsWithRemovers,18,18,virtual,false,1587,120,21,181,1913
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,3612,176,AllOperatorsWithRemovers,66,66,virtual,false,6368,1395,61,1534,9364
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,149,34,AllOperatorsWithRemovers,20,20,virtual,false,1359,117,22,160,1662
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1044,52,AllOperatorsWithRemovers,29,31,virtual,false,2429,136,34,432,3034
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,118,16,AllOperatorsWithRemovers,17,19,virtual,false,686,87,18,121,914
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,336,37,AllOperatorsWithRemovers,21,22,virtual,false,1711,119,23,226,2082
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,3591,19,AllOperatorsWithRemovers,17,21,virtual,false,2000,88,16,144,2251
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,97.87234042553192,107452,46,AllOperatorsWithRemovers,40,47,virtual,false,7629,203,31,481,8347
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,3353,245,AllOperatorsWithRemovers,186,187,virtual,false,12610,1960,60,2059,16693
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,4718,463,21,718,5924
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,200,30,AllOperatorsWithRemovers,34,36,virtual,false,1477,161,23,327,1992
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1456,147,AllOperatorsWithRemovers,86,86,virtual,false,11540,549,56,1066,13215
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,6180,1357,27,1327,8896
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,744,127,AllOperatorsWithRemovers,81,86,virtual,false,3975,355,29,637,5000
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,62,18,AllOperatorsWithRemovers,8,8,virtual,false,1046,87,23,86,1245
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,132,40,AllOperatorsWithRemovers,20,20,virtual,false,2515,143,23,189,2875
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,217,31,AllOperatorsWithRemovers,23,26,virtual,false,1446,131,19,215,1814
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,99.25373134328358,201165,266,AllOperatorsWithRemovers,206,213,virtual,false,12574,1594,32,1261,15465
Postgres,BrowserCookies,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,15646,72,AllOperatorsWithRemovers,75,81,virtual,false,5639,269,40,845,6796
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,1197,133,10,164,1508
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,534,77,AllOperatorsWithRemovers,51,51,virtual,false,4456,256,36,536,5288
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1153,120,AllOperatorsWithRemovers,77,82,virtual,false,8468,535,63,1303,10373
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,4761,806,27,1492,7089
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,392,35,AllOperatorsWithRemovers,41,43,virtual,false,1293,136,22,350,1805
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1239,103,AllOperatorsWithRemovers,107,110,virtual,false,4492,421,55,1359,6331
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,13912,66,AllOperatorsWithRemovers,42,44,virtual,false,5130,183,37,560,5913
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1345,53,AllOperatorsWithRemovers,74,93,virtual,false,3756,335,35,644,4774
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,100,16,AllOperatorsWithRemovers,16,18,virtual,false,748,120,23,119,1014
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,52,9,AllOperatorsWithRemovers,7,9,virtual,false,530,67,14,52,665
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1281,177,AllOperatorsWithRemovers,191,219,virtual,false,5509,995,27,1166,7700
Postgres,iTrust,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,61499,1458,AllOperatorsWithRemovers,1306,1363,virtual,false,56900,363712,252,181844,602712
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1822,152,AllOperatorsWithRemovers,140,178,virtual,false,4725,913,49,2002,7693
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,3543,226,AllOperatorsWithRemovers,297,359,virtual,false,7103,3218,38,5077,15441
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,238,32,AllOperatorsWithRemovers,29,29,virtual,false,1152,120,14,184,1474
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,263,37,AllOperatorsWithRemovers,18,18,virtual,false,1617,115,18,174,1927
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,3564,176,AllOperatorsWithRemovers,66,66,virtual,false,6530,1409,62,1532,9537
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,123,34,AllOperatorsWithRemovers,20,20,virtual,false,1375,119,22,157,1677
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1069,52,AllOperatorsWithRemovers,29,31,virtual,false,2605,137,34,423,3202
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,118,16,AllOperatorsWithRemovers,17,19,virtual,false,773,88,18,123,1006
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,324,37,AllOperatorsWithRemovers,21,22,virtual,false,1730,122,23,235,2114
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,2240,19,AllOperatorsWithRemovers,17,21,virtual,false,1665,86,16,155,1925
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,97.87234042553192,105338,46,AllOperatorsWithRemovers,41,47,virtual,false,7445,232,32,569,8282
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,3353,245,AllOperatorsWithRemovers,186,187,virtual,false,12398,1950,59,2040,16452
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,5013,441,18,713,6189
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,200,30,AllOperatorsWithRemovers,34,36,virtual,false,1455,155,24,327,1963
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1456,147,AllOperatorsWithRemovers,86,86,virtual,false,11105,548,55,1037,12749
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,6262,1325,27,1323,8940
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,744,127,AllOperatorsWithRemovers,81,86,virtual,false,3944,351,28,639,4966
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,62,18,AllOperatorsWithRemovers,8,8,virtual,false,1044,77,19,75,1218
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,132,40,AllOperatorsWithRemovers,20,20,virtual,false,2608,144,21,189,2966
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,217,31,AllOperatorsWithRemovers,23,26,virtual,false,1439,130,19,207,1798
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,99.25373134328358,201165,266,AllOperatorsWithRemovers,206,213,virtual,false,11519,1533,32,1309,14396
Postgres,BrowserCookies,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,34346,72,AllOperatorsWithRemovers,75,81,virtual,false,7423,264,39,824,8555
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,1177,135,10,161,1487
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,534,77,AllOperatorsWithRemovers,51,51,virtual,false,4535,260,37,516,5352
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1153,120,AllOperatorsWithRemovers,77,82,virtual,false,8331,536,62,1295,10228
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,4470,849,26,1495,6843
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,392,35,AllOperatorsWithRemovers,41,43,virtual,false,1293,136,23,342,1797
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1239,103,AllOperatorsWithRemovers,107,110,virtual,false,4527,426,53,1382,6393
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,19913,66,AllOperatorsWithRemovers,42,44,virtual,false,5971,183,36,554,6748
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1524,53,AllOperatorsWithRemovers,74,93,virtual,false,4033,325,34,646,5043
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,100,16,AllOperatorsWithRemovers,16,18,virtual,false,784,93,15,121,1016
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,52,9,AllOperatorsWithRemovers,7,9,virtual,false,489,68,14,58,633
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1263,177,AllOperatorsWithRemovers,191,219,virtual,false,5340,966,27,1155,7491
Postgres,iTrust,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,62567,1458,AllOperatorsWithRemovers,1306,1363,virtual,false,57980,370161,277,183755,612177
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1822,152,AllOperatorsWithRemovers,140,178,virtual,false,4922,857,48,2039,7870
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,3553,226,AllOperatorsWithRemovers,297,359,virtual,false,7123,3298,36,5124,15586
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,238,32,AllOperatorsWithRemovers,29,29,virtual,false,1123,121,14,185,1447
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,246,37,AllOperatorsWithRemovers,18,18,virtual,false,1641,115,19,175,1953
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,3607,176,AllOperatorsWithRemovers,66,66,virtual,false,6567,1384,64,1540,9560
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,128,34,AllOperatorsWithRemovers,20,20,virtual,false,1401,119,23,160,1706
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1011,52,AllOperatorsWithRemovers,29,31,virtual,false,2432,138,33,413,3020
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,118,16,AllOperatorsWithRemovers,17,19,virtual,false,696,88,18,120,925
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,324,37,AllOperatorsWithRemovers,21,22,virtual,false,1692,117,23,221,2057
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,2386,19,AllOperatorsWithRemovers,17,21,virtual,false,1758,91,24,163,2042
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,97.87234042553192,103678,46,AllOperatorsWithRemovers,40,47,virtual,false,7015,203,31,481,7734
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,3353,245,AllOperatorsWithRemovers,186,187,virtual,false,12189,1965,59,2104,16320
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,4840,459,18,708,6030
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,200,30,AllOperatorsWithRemovers,34,36,virtual,false,1443,158,23,326,1953
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1456,147,AllOperatorsWithRemovers,86,86,virtual,false,11354,557,54,1052,13022
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,6145,1335,26,1313,8823
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,744,127,AllOperatorsWithRemovers,81,86,virtual,false,3983,374,29,635,5024
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,62,18,AllOperatorsWithRemovers,8,8,virtual,false,1043,75,20,75,1216
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,132,40,AllOperatorsWithRemovers,20,20,virtual,false,2565,160,23,189,2941
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,217,31,AllOperatorsWithRemovers,23,26,virtual,false,1431,133,19,216,1801
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,99.25373134328358,201165,266,AllOperatorsWithRemovers,206,213,virtual,false,11624,1600,32,1280,14539
Postgres,BrowserCookies,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,23173,72,AllOperatorsWithRemovers,75,81,virtual,false,6342,263,39,821,7468
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,1236,133,10,158,1541
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,534,77,AllOperatorsWithRemovers,51,51,virtual,false,4811,258,37,513,5622
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1153,120,AllOperatorsWithRemovers,77,82,virtual,false,8631,553,61,1301,10549
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,4632,817,26,1475,6954
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,392,35,AllOperatorsWithRemovers,41,43,virtual,false,1317,135,23,345,1823
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1239,103,AllOperatorsWithRemovers,107,110,virtual,false,4600,427,56,1364,6452
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,6368,66,AllOperatorsWithRemovers,42,44,virtual,false,4303,188,37,570,5102
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1376,53,AllOperatorsWithRemovers,74,93,virtual,false,3737,326,34,635,4735
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,100,16,AllOperatorsWithRemovers,16,18,virtual,false,778,93,15,117,1007
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,52,9,AllOperatorsWithRemovers,7,9,virtual,false,491,79,16,60,649
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1247,177,AllOperatorsWithRemovers,191,219,virtual,false,5309,953,38,1131,7435
Postgres,iTrust,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,63258,1458,AllOperatorsWithRemovers,1306,1363,virtual,false,57345,364308,267,180495,602419
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1822,152,AllOperatorsWithRemovers,140,178,virtual,false,5145,869,49,2021,8088
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,3529,226,AllOperatorsWithRemovers,297,359,virtual,false,6973,3227,36,4983,15224
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,238,32,AllOperatorsWithRemovers,29,29,virtual,false,1117,123,14,185,1443
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,296,37,AllOperatorsWithRemovers,18,18,virtual,false,1637,111,19,174,1944
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,3678,176,AllOperatorsWithRemovers,66,66,virtual,false,6521,1399,65,1538,9527
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,139,34,AllOperatorsWithRemovers,20,20,virtual,false,1366,118,22,158,1667
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1042,52,AllOperatorsWithRemovers,29,31,virtual,false,2432,140,36,449,3060
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,118,16,AllOperatorsWithRemovers,17,19,virtual,false,685,87,18,122,915
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,328,37,AllOperatorsWithRemovers,21,22,virtual,false,1703,118,23,224,2071
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1537,19,AllOperatorsWithRemovers,17,21,virtual,false,1585,89,16,157,1849
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,97.87234042553192,107630,46,AllOperatorsWithRemovers,41,47,virtual,false,7400,200,30,477,8111
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,3353,245,AllOperatorsWithRemovers,186,187,virtual,false,12450,1884,60,2070,16467
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,5159,463,18,753,6398
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,200,30,AllOperatorsWithRemovers,34,36,virtual,false,1543,159,23,328,2057
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1456,147,AllOperatorsWithRemovers,86,86,virtual,false,11115,550,56,1080,12804
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,6181,1318,28,1308,8839
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,744,127,AllOperatorsWithRemovers,81,86,virtual,false,3850,382,29,638,4903
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,62,18,AllOperatorsWithRemovers,8,8,virtual,false,1103,75,20,75,1277
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,132,40,AllOperatorsWithRemovers,20,20,virtual,false,2641,144,23,187,2999
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,217,31,AllOperatorsWithRemovers,23,26,virtual,false,1453,131,19,214,1820
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,99.25373134328358,201165,266,AllOperatorsWithRemovers,206,213,virtual,false,13907,1523,32,1277,16743
Postgres,BrowserCookies,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,28466,72,AllOperatorsWithRemovers,75,81,virtual,false,6867,261,39,817,7988
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,1155,138,10,161,1468
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,534,77,AllOperatorsWithRemovers,51,51,virtual,false,4832,260,37,544,5677
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1153,120,AllOperatorsWithRemovers,77,82,virtual,false,8437,574,63,1305,10382
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,4489,821,27,1490,6831
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,392,35,AllOperatorsWithRemovers,41,43,virtual,false,1305,135,23,366,1832
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1239,103,AllOperatorsWithRemovers,107,110,virtual,false,4607,422,55,1361,6449
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,14522,66,AllOperatorsWithRemovers,42,44,virtual,false,5558,183,37,553,6334
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1441,53,AllOperatorsWithRemovers,74,93,virtual,false,4009,326,34,642,5015
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,100,16,AllOperatorsWithRemovers,16,18,virtual,false,768,95,15,116,998
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,52,9,AllOperatorsWithRemovers,7,9,virtual,false,493,70,13,52,631
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1233,177,AllOperatorsWithRemovers,191,219,virtual,false,5356,949,42,1142,7493
Postgres,iTrust,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,58467,1458,AllOperatorsWithRemovers,1306,1363,virtual,false,50910,359425,274,181695,592307
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1822,152,AllOperatorsWithRemovers,140,178,virtual,false,5027,875,48,2015,7969
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,3525,226,AllOperatorsWithRemovers,297,359,virtual,false,7127,3265,35,4962,15394
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,238,32,AllOperatorsWithRemovers,29,29,virtual,false,1125,122,14,183,1448
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,233,37,AllOperatorsWithRemovers,18,18,virtual,false,1596,116,20,173,1909
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,3603,176,AllOperatorsWithRemovers,66,66,virtual,false,6473,1404,65,1536,9482
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,128,34,AllOperatorsWithRemovers,20,20,virtual,false,1370,126,22,160,1682
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1059,52,AllOperatorsWithRemovers,29,31,virtual,false,2406,148,33,407,2998
