dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,62,18,AllOperatorsWithClassifiers,10,12,mutantTiming,false,1038,75,739,9964,11828
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,132,40,AllOperatorsWithClassifiers,20,26,mutantTiming,false,2684,150,2192,60366,65406
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,217,31,AllOperatorsWithClassifiers,23,30,mutantTiming,false,1848,126,1022,32580,35588
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,99.25373134328358,201165,266,AllOperatorsWithClassifiers,206,235,mutantTiming,false,11612,1753,7255,1734839,1755473
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,178,40,AllOperatorsWithClassifiers,30,30,mutantTiming,false,1196,158,1090,29172,31632
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,534,77,AllOperatorsWithClassifiers,51,61,mutantTiming,false,4857,277,3839,253658,262642
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1153,120,AllOperatorsWithClassifiers,77,96,mutantTiming,false,8562,556,7469,728547,745148
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1669,177,AllOperatorsWithClassifiers,156,156,mutantTiming,false,4814,890,4208,577397,587323
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,392,35,AllOperatorsWithClassifiers,41,45,mutantTiming,false,1514,134,731,28454,30846
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1239,103,AllOperatorsWithClassifiers,107,114,mutantTiming,false,4669,422,3534,373933,382573
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,18677,66,AllOperatorsWithClassifiers,42,48,mutantTiming,false,6042,195,2120,98688,107055
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1276,53,AllOperatorsWithClassifiers,87,106,mutantTiming,false,3678,356,2519,290846,297411
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,100,16,AllOperatorsWithClassifiers,17,21,mutantTiming,false,811,93,438,9262,10617
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,52,9,AllOperatorsWithClassifiers,7,11,mutantTiming,false,483,60,230,2693,3477
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1211,177,AllOperatorsWithClassifiers,191,219,mutantTiming,false,5494,954,5114,1052188,1063765
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1822,152,AllOperatorsWithClassifiers,140,190,mutantTiming,false,5045,898,4067,667062,677084
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,3613,226,AllOperatorsWithClassifiers,298,364,mutantTiming,false,7164,3423,5885,2158543,2175029
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,238,32,AllOperatorsWithClassifiers,29,31,mutantTiming,false,1116,115,758,24306,26310
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,186,37,AllOperatorsWithClassifiers,18,20,mutantTiming,false,1746,118,1264,27114,30256
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,3612,176,AllOperatorsWithClassifiers,66,81,mutantTiming,false,6604,1474,5176,429000,442267
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,149,34,AllOperatorsWithClassifiers,20,20,mutantTiming,false,1479,118,1088,22196,24896
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1044,52,AllOperatorsWithClassifiers,29,35,mutantTiming,false,2552,146,1461,54386,58559
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,118,16,AllOperatorsWithClassifiers,17,19,mutantTiming,false,695,87,337,6368,7499
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,336,37,AllOperatorsWithClassifiers,21,26,mutantTiming,false,1702,124,1492,33761,37093
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,3591,19,AllOperatorsWithClassifiers,17,23,mutantTiming,false,2042,88,377,9135,11656
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,97.87234042553192,107452,46,AllOperatorsWithClassifiers,40,53,mutantTiming,false,7976,210,1905,92094,102199
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,3353,245,AllOperatorsWithClassifiers,186,209,mutantTiming,false,12507,1974,11063,2380786,2406345
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,2384,171,AllOperatorsWithClassifiers,129,129,mutantTiming,false,4777,448,3933,511766,520940
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,200,30,AllOperatorsWithClassifiers,34,40,mutantTiming,false,1465,160,1063,37807,40508
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1456,147,AllOperatorsWithClassifiers,86,100,mutantTiming,false,11212,679,10564,1039570,1062038
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,1912,247,AllOperatorsWithClassifiers,201,201,mutantTiming,false,6477,1325,5759,1116432,1130008
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100.0,744,127,AllOperatorsWithClassifiers,82,107,mutantTiming,false,3733,359,3181,354217,361506
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,62,18,AllOperatorsWithClassifiers,10,12,mutantTiming,false,1179,74,1125,9472,11861
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,132,40,AllOperatorsWithClassifiers,20,26,mutantTiming,false,2634,140,2393,61524,66702
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,217,31,AllOperatorsWithClassifiers,23,30,mutantTiming,false,1515,135,1013,33800,36477
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,99.25373134328358,201165,266,AllOperatorsWithClassifiers,206,235,mutantTiming,false,12432,1757,7718,1745105,1767022
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,178,40,AllOperatorsWithClassifiers,30,30,mutantTiming,false,1177,126,1047,28054,30417
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,534,77,AllOperatorsWithClassifiers,51,61,mutantTiming,false,4607,287,4637,252871,262416
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1153,120,AllOperatorsWithClassifiers,77,96,mutantTiming,false,8425,551,7434,731750,748171
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1669,177,AllOperatorsWithClassifiers,156,156,mutantTiming,false,4713,819,3946,575924,585414
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,392,35,AllOperatorsWithClassifiers,41,45,mutantTiming,false,1297,131,751,28954,31146
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1239,103,AllOperatorsWithClassifiers,107,114,mutantTiming,false,4796,495,3587,373631,382522
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,13912,66,AllOperatorsWithClassifiers,42,48,mutantTiming,false,5283,190,2025,101712,109223
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1345,53,AllOperatorsWithClassifiers,87,106,mutantTiming,false,3838,322,2576,287480,294232
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,100,16,AllOperatorsWithClassifiers,17,21,mutantTiming,false,1728,90,483,9744,12059
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,52,9,AllOperatorsWithClassifiers,7,11,mutantTiming,false,473,65,233,2632,3417
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1281,177,AllOperatorsWithClassifiers,191,219,mutantTiming,false,5408,932,4842,1049056,1060254
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1822,152,AllOperatorsWithClassifiers,140,190,mutantTiming,false,4853,890,3458,676147,685364
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,3543,226,AllOperatorsWithClassifiers,298,364,mutantTiming,false,7434,3436,5989,2154109,2170980
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,238,32,AllOperatorsWithClassifiers,29,31,mutantTiming,false,1410,114,867,25385,27788
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,263,37,AllOperatorsWithClassifiers,18,20,mutantTiming,false,1659,118,1364,27493,30647
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,3564,176,AllOperatorsWithClassifiers,66,81,mutantTiming,false,7053,1464,5268,420538,434335
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,123,34,AllOperatorsWithClassifiers,20,20,mutantTiming,false,1451,120,1187,22450,25218
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1069,52,AllOperatorsWithClassifiers,29,35,mutantTiming,false,2427,145,1562,54772,58921
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,118,16,AllOperatorsWithClassifiers,17,19,mutantTiming,false,703,85,471,6284,7558
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,324,37,AllOperatorsWithClassifiers,21,26,mutantTiming,false,1819,122,1210,34056,37218
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,2240,19,AllOperatorsWithClassifiers,17,23,mutantTiming,false,1755,91,374,8602,10836
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,97.87234042553192,105338,46,AllOperatorsWithClassifiers,41,53,mutantTiming,false,7901,213,2069,88965,99163
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,3353,245,AllOperatorsWithClassifiers,186,209,mutantTiming,false,13049,1943,11285,2389577,2415866
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,2384,171,AllOperatorsWithClassifiers,129,129,mutantTiming,false,5232,506,4033,513460,523244
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,200,30,AllOperatorsWithClassifiers,34,40,mutantTiming,false,1469,160,1148,36225,39013
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1456,147,AllOperatorsWithClassifiers,86,100,mutantTiming,false,11607,595,10414,1042600,1065229
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,1912,247,AllOperatorsWithClassifiers,201,201,mutantTiming,false,6647,1314,5410,1118222,1131609
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100.0,744,127,AllOperatorsWithClassifiers,82,107,mutantTiming,false,4052,382,3334,361418,369200
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,62,18,AllOperatorsWithClassifiers,10,12,mutantTiming,false,1037,70,1047,10807,12977
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,132,40,AllOperatorsWithClassifiers,20,26,mutantTiming,false,3026,140,2402,61022,66605
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,217,31,AllOperatorsWithClassifiers,23,30,mutantTiming,false,1480,132,1149,32426,35201
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,99.25373134328358,201165,266,AllOperatorsWithClassifiers,206,235,mutantTiming,false,11996,1742,8117,1774616,1796485
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,178,40,AllOperatorsWithClassifiers,30,30,mutantTiming,false,1180,133,957,27631,29915
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,534,77,AllOperatorsWithClassifiers,51,61,mutantTiming,false,4713,280,3987,253791,262787
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1153,120,AllOperatorsWithClassifiers,77,96,mutantTiming,false,8594,594,7523,731570,748294
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1669,177,AllOperatorsWithClassifiers,156,156,mutantTiming,false,4614,836,3829,577684,586974
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,392,35,AllOperatorsWithClassifiers,41,45,mutantTiming,false,1342,137,736,28380,30608
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1239,103,AllOperatorsWithClassifiers,107,114,mutantTiming,false,4901,429,3444,375884,384673
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,19913,66,AllOperatorsWithClassifiers,42,48,mutantTiming,false,6149,188,2027,99257,107636
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1524,53,AllOperatorsWithClassifiers,87,106,mutantTiming,false,4224,313,2678,290785,298011
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,100,16,AllOperatorsWithClassifiers,17,21,mutantTiming,false,750,92,448,9383,10685
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,52,9,AllOperatorsWithClassifiers,7,11,mutantTiming,false,495,66,232,2626,3431
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1263,177,AllOperatorsWithClassifiers,191,219,mutantTiming,false,5283,968,4573,1048880,1059715
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1822,152,AllOperatorsWithClassifiers,140,190,mutantTiming,false,4712,904,3461,679125,688217
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,3553,226,AllOperatorsWithClassifiers,298,364,mutantTiming,false,7346,3299,6360,2152889,2169908
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,238,32,AllOperatorsWithClassifiers,29,31,mutantTiming,false,1101,116,790,24385,26404
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,246,37,AllOperatorsWithClassifiers,18,20,mutantTiming,false,1632,119,1356,26763,29881
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,3607,176,AllOperatorsWithClassifiers,66,81,mutantTiming,false,6669,1461,5432,429639,443213
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,128,34,AllOperatorsWithClassifiers,20,20,mutantTiming,false,1612,116,1198,22639,25580
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1011,52,AllOperatorsWithClassifiers,29,35,mutantTiming,false,2518,145,1511,55022,59211
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,118,16,AllOperatorsWithClassifiers,17,19,mutantTiming,false,726,87,361,6583,7772
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,324,37,AllOperatorsWithClassifiers,21,26,mutantTiming,false,1752,121,1294,34112,37292
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,2386,19,AllOperatorsWithClassifiers,17,23,mutantTiming,false,1819,113,368,9062,11375
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,97.87234042553192,103678,46,AllOperatorsWithClassifiers,40,53,mutantTiming,false,7451,216,1932,93365,102979
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,3353,245,AllOperatorsWithClassifiers,186,209,mutantTiming,false,12952,1981,11405,2404270,2430621
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,2384,171,AllOperatorsWithClassifiers,129,129,mutantTiming,false,4880,446,4260,509378,518976
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,200,30,AllOperatorsWithClassifiers,34,40,mutantTiming,false,1520,161,1103,37681,40480
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1456,147,AllOperatorsWithClassifiers,86,100,mutantTiming,false,12099,561,10382,1046114,1069168
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,1912,247,AllOperatorsWithClassifiers,201,201,mutantTiming,false,6353,1355,5593,1106921,1120236
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100.0,744,127,AllOperatorsWithClassifiers,82,107,mutantTiming,false,3881,358,3299,360891,368442
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,62,18,AllOperatorsWithClassifiers,10,12,mutantTiming,false,1031,75,857,9647,11621
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,132,40,AllOperatorsWithClassifiers,20,26,mutantTiming,false,2821,151,2548,62890,68422
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,217,31,AllOperatorsWithClassifiers,23,30,mutantTiming,false,1748,133,1090,35302,38288
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,99.25373134328358,201165,266,AllOperatorsWithClassifiers,206,235,mutantTiming,false,11730,1752,7707,1759559,1780760
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,178,40,AllOperatorsWithClassifiers,30,30,mutantTiming,false,1378,131,900,28730,31154
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,534,77,AllOperatorsWithClassifiers,51,61,mutantTiming,false,4581,283,4041,252578,261498
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1153,120,AllOperatorsWithClassifiers,77,96,mutantTiming,false,10006,565,7476,731238,749301
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1669,177,AllOperatorsWithClassifiers,156,156,mutantTiming,false,4861,807,3683,582222,591589
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,392,35,AllOperatorsWithClassifiers,41,45,mutantTiming,false,1325,134,764,28554,30789
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1239,103,AllOperatorsWithClassifiers,107,114,mutantTiming,false,4647,438,3510,371649,380256
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,6368,66,AllOperatorsWithClassifiers,42,48,mutantTiming,false,4190,189,2102,101372,107864
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1376,53,AllOperatorsWithClassifiers,87,106,mutantTiming,false,3895,308,2533,289704,296452
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,100,16,AllOperatorsWithClassifiers,17,21,mutantTiming,false,744,92,448,9085,10382
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,52,9,AllOperatorsWithClassifiers,7,11,mutantTiming,false,490,64,251,2673,3492
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1247,177,AllOperatorsWithClassifiers,191,219,mutantTiming,false,5293,985,4647,1052083,1063022
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1822,152,AllOperatorsWithClassifiers,140,190,mutantTiming,false,5049,903,3546,675666,685177
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,3529,226,AllOperatorsWithClassifiers,298,364,mutantTiming,false,7497,3365,5918,2150081,2166877
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,238,32,AllOperatorsWithClassifiers,29,31,mutantTiming,false,1112,123,867,24734,26849
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,296,37,AllOperatorsWithClassifiers,18,20,mutantTiming,false,1643,119,1288,27013,30075
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,3678,176,AllOperatorsWithClassifiers,66,81,mutantTiming,false,6690,1459,5232,422584,435977
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,139,34,AllOperatorsWithClassifiers,20,20,mutantTiming,false,1693,122,1118,23467,26411
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1042,52,AllOperatorsWithClassifiers,29,35,mutantTiming,false,2487,137,1587,53946,58171
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,118,16,AllOperatorsWithClassifiers,17,19,mutantTiming,false,696,81,351,6196,7334
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,328,37,AllOperatorsWithClassifiers,21,26,mutantTiming,false,1710,124,1366,34107,37319
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1537,19,AllOperatorsWithClassifiers,17,23,mutantTiming,false,1576,94,454,8762,10898
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,97.87234042553192,107630,46,AllOperatorsWithClassifiers,41,53,mutantTiming,false,7992,210,1921,89485,99620
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,3353,245,AllOperatorsWithClassifiers,186,209,mutantTiming,false,13039,1991,11046,2596832,2622920
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,2384,171,AllOperatorsWithClassifiers,129,129,mutantTiming,false,4913,447,3934,519460,528767
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,200,30,AllOperatorsWithClassifiers,34,40,mutantTiming,false,1459,163,1034,36359,39027
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1456,147,AllOperatorsWithClassifiers,86,100,mutantTiming,false,11578,581,10170,1042082,1064425
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,1912,247,AllOperatorsWithClassifiers,201,201,mutantTiming,false,6675,1312,5378,1111800,1125179
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100.0,744,127,AllOperatorsWithClassifiers,82,107,mutantTiming,false,3902,357,3192,360347,367811
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,62,18,AllOperatorsWithClassifiers,10,12,mutantTiming,false,1048,71,802,10056,11991
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,132,40,AllOperatorsWithClassifiers,20,26,mutantTiming,false,3022,144,2264,63019,68463
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,217,31,AllOperatorsWithClassifiers,23,30,mutantTiming,false,1468,132,1021,32252,34886
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,99.25373134328358,201165,266,AllOperatorsWithClassifiers,206,235,mutantTiming,false,11797,1770,8065,1738263,1759909
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,178,40,AllOperatorsWithClassifiers,30,30,mutantTiming,false,1177,134,880,28039,30245
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,534,77,AllOperatorsWithClassifiers,51,61,mutantTiming,false,4981,278,4223,250949,260445
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1153,120,AllOperatorsWithClassifiers,77,96,mutantTiming,false,8935,566,7433,723357,740303
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1669,177,AllOperatorsWithClassifiers,156,156,mutantTiming,false,4719,835,3705,572707,581978
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,392,35,AllOperatorsWithClassifiers,41,45,mutantTiming,false,1299,135,721,28154,30321
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1239,103,AllOperatorsWithClassifiers,107,114,mutantTiming,false,4544,413,3611,374212,382791
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,14522,66,AllOperatorsWithClassifiers,42,48,mutantTiming,false,5607,184,2031,101730,109564
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1441,53,AllOperatorsWithClassifiers,87,106,mutantTiming,false,3924,324,2642,291856,298758
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,100,16,AllOperatorsWithClassifiers,17,21,mutantTiming,false,761,97,443,9354,10666
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,52,9,AllOperatorsWithClassifiers,7,11,mutantTiming,false,493,60,229,2987,3780
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1233,177,AllOperatorsWithClassifiers,191,219,mutantTiming,false,5202,977,4614,1046060,1056867
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1822,152,AllOperatorsWithClassifiers,140,190,mutantTiming,false,4766,895,3446,679690,688811
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,3525,226,AllOperatorsWithClassifiers,298,364,mutantTiming,false,7405,3344,6138,2148985,2165887
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,238,32,AllOperatorsWithClassifiers,29,31,mutantTiming,false,1111,108,765,24376,26373
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,233,37,AllOperatorsWithClassifiers,18,20,mutantTiming,false,1687,120,1345,27145,30308
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,3603,176,AllOperatorsWithClassifiers,66,81,mutantTiming,false,6671,1471,5179,419288,432621
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,128,34,AllOperatorsWithClassifiers,20,20,mutantTiming,false,2127,127,1088,22273,25628
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100.0,1059,52,AllOperatorsWithClassifiers,29,35,mutantTiming,false,2542,152,1488,53892,58086
